Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Loan_Status,Loan_Start_Date,Loan_Type,Property_Value,Down_Payment
4212,7156,488944,6.12,15,Active,2025-01-06,Fixed,710131,37545
4213,42141,424793,9.07,25,Active,2025-02-22,Fixed,206333,59174
4214,16083,167176,7.33,15,Closed,2022-06-07,Variable,597221,89537
4215,3145,183936,7.33,25,Closed,2022-03-10,Variable,513532,69832
4216,24250,133919,5.6,20,Closed,2022-09-19,Variable,296392,18074
4217,14372,493233,4.86,25,Closed,2024-02-10,Variable,756541,89206
4218,35681,443994,8.3,15,Closed,2022-07-12,Fixed,731951,25587
4219,33820,220650,7.11,25,Defaulted,2024-09-25,Fixed,398815,77500
4220,16434,88769,9.02,30,Closed,2020-10-11,Variable,269281,41771
4221,4126,306029,4.17,15,Closed,2021-07-06,Variable,743390,88567
4222,38147,296413,10.11,30,Active,2023-12-28,Fixed,350946,39136
4223,25486,276844,9.75,25,Closed,2020-10-13,Fixed,296357,64872
4224,36435,69052,9.52,15,Closed,2022-11-03,Fixed,565689,22204
4225,19730,269348,6.1,15,Active,2023-01-17,Fixed,669275,96064
4226,28807,308801,3.92,25,Closed,2020-11-03,Fixed,469914,47607
4227,39673,399396,4.27,15,Defaulted,2023-07-09,Variable,766791,35297
4228,6099,235060,4.3,20,Closed,2022-07-14,Fixed,285310,77508
4229,34475,119304,2.92,25,Closed,2023-12-28,Fixed,473715,56058
4230,36580,191883,3.68,25,Closed,2022-02-19,Variable,216346,90974
4231,40954,66912,9.69,20,Defaulted,2024-02-13,Fixed,245102,53721
4232,40239,236583,8.08,30,Defaulted,2024-07-25,Variable,273550,55434
4233,42580,330429,4.63,15,Active,2024-03-13,Fixed,246611,58263
4234,28980,70251,4.32,30,Closed,2020-05-22,Variable,126546,92015
4235,41284,256142,10.13,20,Active,2025-02-02,Fixed,159685,55783
4236,27277,115189,4.21,30,Closed,2020-12-08,Variable,347948,6129
4237,12234,361128,9.67,15,Closed,2020-10-27,Variable,303247,65677
4238,44405,445187,4.92,25,Active,2024-01-15,Fixed,482156,52229
4239,3032,101137,5.75,30,Closed,2020-06-26,Variable,244116,46476
4240,44296,429771,5.51,15,Closed,2020-09-03,Variable,764103,23538
4241,19570,383542,7.91,25,Closed,2020-10-31,Variable,356874,89805
4242,40743,257009,9.59,25,Active,2025-01-23,Fixed,618073,75266
4243,10705,57483,4.11,25,Closed,2020-05-31,Fixed,590655,18918
4244,27850,301884,4.34,15,Closed,2021-02-24,Fixed,199825,58599
4245,16610,189792,6.93,25,Active,2019-01-28,Fixed,440387,15780
4246,46393,77330,7.72,15,Defaulted,2023-05-14,Variable,530757,85274
4247,27243,95574,8.48,15,Active,2023-12-29,Variable,235456,21429
4248,46885,397811,3.7,25,Active,2024-03-01,Fixed,392512,26428
4249,677,,8.62,20,Closed,2022-08-19,Variable,417130,82414
4250,23891,91896,7.38,25,Defaulted,2023-05-31,Variable,545443,7194
4251,21147,372770,9.66,25,Closed,2020-06-19,Variable,484031,26258
4252,44839,114036,10.24,30,Closed,2021-05-31,Variable,657282,62910
4253,5175,264723,4.63,25,Active,2023-04-07,Fixed,284920,89212
4254,40792,323053,10.29,20,Closed,2023-06-18,Fixed,313146,56861
4255,15427,58730,2.95,30,Closed,2019-09-25,Variable,749554,65487
4256,16418,302120,3.91,25,Closed,2021-12-14,Fixed,292232,64140
4257,18331,273835,7.95,30,Defaulted,2023-11-27,Fixed,307388,44777
4258,24213,333622,2.66,30,Closed,2024-11-23,Fixed,298642,9450
4259,34564,204172,6.11,15,Active,2023-01-05,Fixed,728110,8589
4260,47321,317281,2.5,20,Closed,2022-10-04,Variable,542672,43736
4261,38521,426023,3.12,30,Defaulted,2024-07-29,Variable,313794,34358
4262,2737,448262,10.32,30,Defaulted,2019-01-26,Variable,595366,17888
4263,49098,451152,6.77,15,Closed,2021-01-28,Variable,526823,89480
4264,40090,313414,5.08,15,Closed,2022-12-18,Fixed,353228,57840
4265,17028,471379,3.12,15,Closed,2021-03-23,Variable,718517,47980
4266,19714,333327,7.61,25,Defaulted,2019-10-16,Fixed,781804,33926
4267,37798,426108,9.37,25,Defaulted,2019-07-07,Variable,747872,45028
4268,37956,85207,9.47,30,Defaulted,2019-04-23,Variable,583161,28268
4269,10995,294768,8.72,25,Active,2023-07-13,Fixed,769909,29067
4270,7114,185774,8.97,15,Closed,2024-09-10,Fixed,313765,16171
4271,10207,187320,10.37,20,Closed,2022-07-08,Variable,751324,92267
4272,23918,92649,5.14,25,Closed,2021-02-03,Fixed,265437,89434
4273,6653,445018,4.58,20,Closed,2019-07-24,Variable,488715,17553
4274,16961,172706,3.49,25,Defaulted,2019-06-10,Fixed,572708,61985
4275,49681,375321,3.33,30,Closed,2020-02-19,Variable,102408,55468
4276,13830,274651,3.14,30,Closed,2020-12-22,Fixed,176932,40222
4277,37894,146740,8.3,20,Defaulted,2023-06-29,Variable,740493,97287
4278,49907,136167,3.48,15,Closed,2019-10-04,Fixed,651794,37565
4279,12115,367064,8.76,25,Active,2024-08-11,Variable,473708,65086
4280,23414,490826,3.47,20,Closed,2021-11-25,Fixed,570798,19775
4281,33017,441777,3.32,20,Closed,2021-12-16,Variable,625699,49383
4282,29190,,5.63,15,Closed,2021-02-14,Variable,720175,96941
4283,4591,136405,4.65,25,Closed,2022-12-27,Fixed,418793,17381
4284,39871,116997,4.87,25,Closed,2021-02-22,Variable,245112,11603
4285,30626,51382,8.29,25,Closed,2019-08-01,Fixed,590904,38061
4286,17888,267655,4.97,25,Defaulted,2023-02-17,Variable,667466,15510
4287,17340,398519,4.76,25,Closed,2020-02-08,Fixed,613590,15019
4288,26978,78959,6.39,20,Closed,2021-02-18,Variable,183162,76569
4289,26561,175648,5.99,15,Closed,2024-04-17,Variable,176052,94386
4290,44107,286796,2.9,30,Closed,2020-06-14,Fixed,446434,40055
4291,44747,481867,5.39,20,Closed,2024-02-23,Fixed,554223,85143
4292,42631,99618,9.78,30,Active,2023-10-01,Variable,788815,27896
4293,29661,276897,9.08,30,Closed,2020-10-27,Fixed,294494,51098
4294,46881,74422,6,30,Closed,2020-04-19,Fixed,149814,95631
4295,38091,346086,8.78,15,Defaulted,2023-04-22,Fixed,761698,69811
4296,13906,176362,9.87,30,Defaulted,2019-04-22,Variable,257089,33597
4297,36570,327951,7.93,30,Closed,2020-11-06,Variable,769236,92425
4298,2512,388495,9.71,15,Closed,2021-08-19,Fixed,362567,83373
4299,21671,320772,3.82,30,Closed,2020-11-28,Fixed,292874,78677
4300,33690,248685,7.06,20,Closed,2023-11-05,Fixed,548599,44604
4301,33671,,2.86,30,Active,2023-09-16,Fixed,232195,97898
4302,24655,291073,9.64,25,Defaulted,2019-09-24,Fixed,594685,65742
4303,21146,149173,7.41,20,Active,2024-02-28,Variable,696576,55129
4304,26578,123125,9.4,15,Closed,2021-07-19,Variable,792165,33761
4305,64,408865,5.21,15,Closed,2023-09-13,Variable,622505,22743
4306,1610,91206,7.34,15,Active,2025-02-19,Fixed,686343,96630
4307,14569,90801,5.56,30,Defaulted,2024-12-14,Variable,108047,42317
4308,43367,438432,9.72,20,Closed,2024-01-24,Fixed,347996,75831
4309,42922,399910,9.37,20,Defaulted,2023-07-31,Variable,215038,49745
4310,31459,253747,10.37,30,Closed,2022-04-09,Variable,305628,18339
4311,42518,385947,5.52,30,Closed,2019-08-29,Variable,288619,72841
4312,11447,383174,4.68,20,Closed,2024-09-18,Fixed,497390,48600
4313,29253,250783,7.88,30,Active,2019-03-21,Fixed,209425,91348
4314,36192,243326,6.69,25,Closed,2022-10-09,Fixed,458928,81984
4315,38276,126648,10.34,20,Closed,2022-09-27,Variable,784968,31878
4316,21025,387151,4.98,15,Closed,2022-01-31,Fixed,564039,59625
4317,35846,286908,8.66,20,Closed,2022-05-11,Variable,603604,32845
4318,44656,477816,8.64,15,Defaulted,2024-12-20,Fixed,751778,13926
4319,21930,471592,2.93,25,Closed,2022-07-06,Variable,452712,62726
4320,19809,480401,5.87,15,Active,2025-01-25,Variable,394586,42445
4321,26169,78966,7.26,30,Defaulted,2024-01-05,Variable,425674,76286
4322,30845,213803,10.24,20,Closed,2021-01-03,Variable,744602,59935
4323,42718,418125,7.34,20,Closed,2020-06-23,Fixed,309135,77111
4324,7566,79938,4.53,20,Closed,2020-11-16,Variable,143439,48269
4325,25581,63728,3.92,25,Closed,2022-06-29,Variable,621446,81008
4326,6240,158617,7.05,20,Closed,2023-10-29,Fixed,255999,54977
4327,41461,113850,4,15,Closed,2022-12-31,Variable,630081,46948
4328,7989,237545,5.32,30,Active,2024-08-29,Fixed,788540,65136
4329,4051,191045,5.47,20,Closed,2020-07-04,Variable,626509,55646
4330,10032,277706,10.48,15,Closed,2022-09-04,Fixed,209311,96122
4331,14297,,3.11,30,Closed,2020-05-17,Variable,463156,43065
4332,24632,294234,3.62,15,Closed,2021-10-02,Variable,510185,48031
4333,44581,142466,9.86,30,Closed,2022-12-17,Fixed,366682,64481
4334,7980,130682,9.83,25,Active,2025-02-20,Fixed,405087,11242
4335,21734,440049,6.41,15,Closed,2021-01-20,Fixed,512669,46070
4336,4471,220711,6.77,25,Closed,2020-05-05,Variable,701492,25257
4337,36596,497017,6.47,25,Active,2025-02-26,Fixed,336847,15076
4338,34408,382362,10.19,25,Closed,2020-03-13,Fixed,363771,74862
4339,8180,329612,8.77,20,Closed,2020-11-29,Fixed,620502,77058
4340,12628,435371,4.69,25,Closed,2022-07-19,Fixed,193382,40268
4341,42743,408579,6.09,20,Closed,2023-01-19,Fixed,779276,95234
4342,25683,320975,3.65,30,Defaulted,2024-04-15,Variable,529390,27873
4343,27696,62694,6.65,30,Closed,2023-08-04,Variable,357882,92337
4344,1925,476013,8.35,20,Closed,2022-08-29,Fixed,759376,68959
4345,15387,421337,8.6,30,Closed,2020-08-12,Variable,373894,36357
4346,10431,403526,9,20,Closed,2022-08-12,Variable,421617,20250
4347,41377,247452,9.53,15,Closed,2020-12-09,Variable,723129,77977
4348,4361,291836,9.9,20,Defaulted,2023-10-04,Fixed,612835,74380
4349,49542,287519,8.55,20,Closed,2021-07-15,Fixed,440601,92636
4350,25629,280658,6.85,15,Closed,2021-12-31,Variable,457065,52000
4351,26847,225176,10.04,30,Closed,2024-02-26,Fixed,380196,19080
4352,45670,71011,9.08,20,Closed,2023-08-03,Variable,343591,18804
4353,35937,162259,5.1,15,Closed,2022-08-18,Fixed,424932,36201
4354,39091,409053,9.63,25,Closed,2021-01-23,Variable,688367,78246
4355,42886,496695,5.61,25,Closed,2024-06-22,Fixed,316663,34148
4356,29105,384627,9.16,15,Closed,2021-08-02,Fixed,321061,39533
4357,14251,219436,5.98,25,Closed,2019-10-11,Fixed,362897,11688
4358,4504,135097,5.55,30,Defaulted,2019-07-22,Fixed,194023,42277
4359,2363,432340,6.3,25,Active,2024-05-28,Variable,297951,92852
4360,26109,317963,7.84,30,Closed,2024-07-09,Fixed,133174,95492
4361,11014,485482,4.38,30,Closed,2020-11-24,Fixed,745996,75810
4362,25691,252190,9.89,25,Closed,2020-02-10,Variable,498713,48386
4363,8154,469712,5.04,15,Closed,2019-10-03,Fixed,785354,64220
4364,22595,117617,5.37,30,Closed,2022-02-11,Fixed,493015,60679
4365,44206,450771,2.67,20,Closed,2020-06-03,Variable,424264,40728
4366,44213,58951,9.77,15,Closed,2022-12-05,Variable,629446,47703
4367,14420,254853,9.5,20,Closed,2019-12-23,Fixed,541837,84908
4368,48318,94201,6.46,15,Defaulted,2024-07-30,Fixed,763764,42205
4369,3573,221499,8.82,15,Closed,2020-05-13,Fixed,378319,49155
4370,49445,430434,5.54,30,Closed,2020-10-31,Variable,740851,51793
4371,12049,401622,8.97,20,Closed,2020-04-26,Fixed,542396,18879
4372,40138,310979,7.91,20,Closed,2021-12-11,Variable,588695,87448
4373,48958,85017,3.8,30,Closed,2022-02-27,Variable,201395,46482
4374,22765,347105,7.32,20,Closed,2020-11-03,Variable,336128,39962
4375,25530,142211,7.81,25,Active,2019-03-27,Fixed,415495,87778
4376,26600,424813,8.39,25,Active,2023-08-23,Fixed,295549,48834
4377,46833,293119,10.04,15,Active,2024-11-27,Fixed,614468,15029
4378,9320,271283,4.47,20,Closed,2022-05-13,Variable,477433,41891
4379,5083,264406,3.01,15,Active,2025-03-02,Variable,501842,20819
4380,9403,122230,9.32,15,Closed,2022-10-04,Variable,224684,15537
4381,16077,,8.78,15,Closed,2020-08-02,Variable,634655,45522
4382,38844,384821,3.71,30,Closed,2022-06-22,Fixed,604351,76736
4383,44824,127436,4.73,25,Closed,2019-12-19,Variable,252944,67342
4384,42222,404869,8.58,20,Active,2024-08-21,Variable,305040,16371
4385,25958,461508,3.82,20,Active,2024-01-03,Fixed,724756,81553
4386,40874,396900,2.71,30,Active,2019-02-03,Fixed,169834,27693
4387,10787,365899,4.29,20,Closed,2024-06-24,Fixed,205889,90866
4388,30018,74938,5.56,25,Active,2025-02-15,Variable,594215,95038
4389,19606,410926,8.14,20,Closed,2020-06-25,Fixed,633240,6560
4390,7849,418900,4.35,25,Defaulted,2023-01-22,Fixed,401287,70146
4391,9127,485412,4.69,30,Active,2023-11-09,Fixed,324620,28403
4392,49643,68845,6.53,30,Active,2024-10-11,Variable,642378,52182
4393,24532,188214,4.22,30,Closed,2021-10-01,Variable,235654,65524
4394,43641,69574,2.84,30,Closed,2022-06-27,Fixed,562527,13758
4395,18745,463672,4.64,30,Active,2023-08-11,Fixed,614215,66561
4396,44246,456396,9.24,30,Closed,2024-10-15,Fixed,264084,40344
4397,35183,318419,6.55,25,Defaulted,2024-02-21,Variable,241869,48405
4398,14084,87542,7.82,20,Closed,2020-11-17,Fixed,367357,74700
4399,48967,399266,7.49,25,Closed,2022-12-04,Variable,308302,70723
4400,8549,326700,5.2,30,Closed,2021-06-27,Fixed,289741,91878
4401,27799,355561,3.33,25,Closed,2020-03-13,Variable,736082,25495
4402,49741,341090,5.4,25,Closed,2022-12-08,Fixed,408830,89723
4403,11618,298610,6,15,Defaulted,2019-04-24,Fixed,483382,32898
4404,37318,350142,4.02,20,Active,2023-05-23,Variable,622337,15154
4405,32778,487514,9.79,15,Closed,2023-01-08,Variable,285477,32467
4406,33441,363632,10.41,30,Closed,2020-10-01,Fixed,384407,98606
4407,37681,299492,6.44,25,Defaulted,2019-08-11,Fixed,568322,40404
4408,43367,489030,5.88,25,Active,2023-06-27,Fixed,549642,55690
4409,8957,298534,5.4,25,Closed,2021-07-18,Variable,799580,36397
4410,46375,443486,2.59,25,Defaulted,2019-04-09,Fixed,665305,91361
4411,48369,303453,9.92,25,Closed,2022-04-20,Variable,769265,5641
4412,21145,197433,4.14,30,Active,2025-01-20,Fixed,650181,67433
4413,36660,245603,10.43,30,Active,2024-02-14,Variable,457405,29039
4414,27927,442393,9.93,20,Active,2024-09-28,Fixed,512762,45832
4415,43384,387136,5.42,30,Closed,2022-12-17,Variable,691163,12412
4416,660,366243,6.3,30,Defaulted,2023-09-23,Fixed,501645,78808
4417,48014,232268,7.62,30,Closed,2024-11-05,Variable,106221,97628
4418,17461,301656,8.1,30,Defaulted,2024-08-11,Fixed,543743,80145
4419,12378,121969,4.94,15,Active,2024-09-29,Fixed,782030,66343
4420,31977,471343,7.1,30,Closed,2021-06-15,Fixed,758696,6105
4421,8936,390244,9.49,20,Defaulted,2019-06-21,Fixed,611113,40113
4422,42706,354376,6.64,30,Active,2024-12-11,Variable,549085,87170
4423,44049,125964,7.8,20,Defaulted,2019-08-17,Fixed,160613,33602
4424,24617,495253,3.53,25,Active,2024-09-25,Variable,321132,56848
4425,32654,105010,9.62,30,Active,2023-06-26,Variable,422681,50229
4426,40460,351743,7.95,25,Closed,2021-09-11,Variable,786327,13558
4427,48773,261312,2.78,20,Closed,2023-01-17,Variable,606718,10553
4428,48139,117770,4.9,30,Active,2024-04-17,Variable,742379,42931
4429,1922,83977,6.61,15,Active,2025-02-16,Variable,724335,50874
4430,14335,354569,9.38,25,Closed,2022-03-13,Fixed,484726,39185
4431,47487,422015,4.18,20,Closed,2020-04-16,Fixed,509989,68601
4432,22159,311155,8.45,30,Closed,2021-06-27,Variable,420321,34958
4433,40626,185254,4.52,20,Closed,2020-09-18,Variable,579751,72672
4434,4669,93585,8.36,30,Active,2024-01-29,Variable,768991,95895
4435,28307,409332,9.72,20,Defaulted,2024-11-11,Variable,460154,25973
4436,10950,168912,4.69,20,Closed,2020-10-24,Fixed,188405,16619
4437,2278,143961,5.95,25,Active,2024-10-03,Variable,220134,81817
4438,24392,67074,4.46,15,Closed,2021-10-02,Fixed,483859,48684
4439,49098,342658,9.66,25,Closed,2020-12-02,Fixed,306691,58351
4440,29519,165216,3.97,30,Active,2024-02-08,Fixed,131838,44268
4441,27787,203274,4.3,15,Closed,2022-07-21,Variable,100640,32165
4442,49604,266674,4.71,15,Defaulted,2023-04-17,Variable,308167,7579
4443,4438,325714,8.39,30,Closed,2019-11-28,Variable,297174,94550
4444,41767,276172,4.12,30,Closed,2021-03-30,Fixed,310374,99750
4445,11910,487533,2.94,15,Active,2024-10-29,Fixed,768531,9911
4446,26574,122276,5.97,15,Closed,2021-02-22,Variable,716432,11025
4447,10440,448169,2.74,20,Closed,2019-02-02,Fixed,317234,95638
4448,32951,331747,3.52,25,Closed,2019-05-15,Variable,789328,90394
4449,45172,381844,4.19,15,Closed,2021-01-21,Variable,799365,63152
4450,21172,418843,6.93,25,Defaulted,2019-09-08,Variable,288116,28253
4451,34099,253208,10.19,20,Closed,2022-02-04,Fixed,388279,12224
4452,1130,,9.9,25,Closed,2021-10-18,Fixed,679258,89393
4453,38116,145929,5.87,30,Defaulted,2019-07-20,Fixed,343627,83879
4454,38012,87241,6.55,25,Active,2025-01-10,Variable,564402,79744
4455,12376,258312,9.65,30,Closed,2022-02-21,Fixed,529514,70770
4456,1031,377648,4.28,30,Closed,2021-06-27,Variable,170696,64008
4457,24231,459702,5.09,15,Closed,2022-11-06,Fixed,240103,27588
4458,34053,451938,3.76,15,Active,2019-06-08,Variable,669521,58830
4459,29958,363640,4.93,25,Closed,2022-03-10,Variable,438412,94394
4460,12063,368308,9.89,20,Closed,2020-04-03,Fixed,438398,19345
4461,16044,202311,6.14,15,Defaulted,2019-02-03,Fixed,314489,49282
4462,14196,466175,10.44,30,Active,2024-05-13,Variable,581149,88078
4463,44747,273084,5.77,30,Closed,2020-02-23,Fixed,551752,65123
4464,36490,395504,7.15,25,Defaulted,2024-11-08,Variable,481880,15970
4465,46833,381211,9.3,25,Defaulted,2023-07-06,Variable,135605,36511
4466,25866,137674,4.54,30,Defaulted,2024-12-05,Variable,201722,23523
4467,22103,114319,3.49,20,Defaulted,2019-08-13,Variable,502880,74310
4468,7725,331309,9.94,20,Defaulted,2024-08-19,Fixed,496338,15104
4469,19656,142735,6.57,15,Active,2023-03-18,Variable,118328,46961
4470,37088,241985,3.05,30,Closed,2019-01-04,Fixed,729371,66079
4471,8406,389730,10.2,20,Closed,2019-09-25,Variable,526558,46930
4472,41332,461902,8.27,25,Closed,2021-04-21,Fixed,239721,11364
4473,16806,269673,8.91,25,Active,2019-09-24,Fixed,521258,74041
4474,28279,423438,10.07,15,Closed,2019-11-03,Fixed,503539,21853
4475,21783,103908,9.49,30,Closed,2024-11-23,Fixed,139603,42002
4476,21346,91191,5.79,25,Active,2024-02-17,Fixed,353679,8165
4477,21166,275162,10.03,25,Closed,2022-08-23,Fixed,706633,67385
4478,32384,211138,4.88,20,Active,2025-01-07,Variable,215029,99371
4479,31558,226293,7.17,25,Closed,2022-06-14,Variable,787236,73528
4480,4860,391379,8.37,25,Closed,2021-06-06,Fixed,519838,99458
4481,544,430764,4.81,25,Closed,2022-04-09,Variable,305547,76841
4482,2039,300316,3.42,25,Closed,2020-09-22,Fixed,569907,52644
4483,47802,499411,6.85,30,Active,2023-08-24,Variable,688350,6250
4484,16866,242918,9.28,25,Closed,2020-09-14,Fixed,661884,97520
4485,42849,335404,8.62,15,Closed,2020-04-22,Variable,248914,30768
4486,38619,320380,7.51,30,Closed,2022-02-18,Fixed,564368,43067
4487,41776,198479,8.09,20,Closed,2022-09-19,Fixed,115482,81754
4488,6090,203903,2.6,25,Active,2023-12-18,Fixed,179006,88542
4489,29141,141463,7.02,30,Active,2019-03-22,Fixed,326799,27414
4490,35482,226175,6.44,15,Closed,2023-01-04,Fixed,469346,95225
4491,12104,,3.64,25,Closed,2020-10-13,Fixed,188681,63774
4492,46203,79495,9.24,20,Closed,2019-08-22,Variable,665501,13182
4493,720,416222,8.55,15,Active,2023-06-14,Variable,531317,46679
4494,26293,122056,8.16,30,Closed,2022-09-13,Fixed,618265,66365
4495,5219,113104,6.45,15,Closed,2024-11-09,Variable,740286,7422
4496,6575,253418,3.85,25,Closed,2022-03-31,Fixed,726963,75114
4497,12615,276347,5.46,30,Closed,2022-10-25,Fixed,513523,42952
4498,30756,339590,10.42,25,Closed,2023-01-23,Variable,192789,58740
4499,1554,313329,9.3,30,Closed,2021-06-22,Fixed,103342,60216
4500,27040,234375,3.64,20,Active,2019-12-17,Variable,321720,21662
4501,16878,432222,3.84,15,Closed,2022-09-08,Fixed,402061,45108
4502,21267,333325,10.47,25,Closed,2023-04-07,Fixed,101402,57177
4503,21877,398600,6.07,25,Closed,2019-09-16,Variable,433315,56767
4504,6322,188589,8.6,15,Active,2025-02-27,Variable,282738,47643
4505,42071,454802,10.28,15,Closed,2023-08-11,Variable,153985,18187
4506,3069,,5.91,20,Closed,2024-09-03,Fixed,653552,90679
4507,19759,268497,4.67,20,Closed,2023-10-11,Variable,499437,34357
4508,13578,326389,10.49,25,Defaulted,2019-06-13,Fixed,453417,38555
4509,5059,361252,4.31,30,Active,2019-01-06,Fixed,333481,36490
4510,40758,238094,4.54,30,Closed,2024-01-11,Variable,269534,43120
4511,39991,62896,10.46,30,Closed,2022-09-10,Fixed,510621,78231
4512,41677,80740,4.87,25,Defaulted,2023-12-07,Fixed,428263,80042
4513,48040,323700,6.69,15,Closed,2020-10-31,Fixed,522634,35278
4514,15458,438180,6.19,15,Defaulted,2024-07-12,Variable,710068,54208
4515,3614,226732,3.56,15,Closed,2022-02-22,Fixed,783707,97657
4516,27151,123175,8.86,30,Closed,2019-12-19,Variable,628570,23908
4517,19813,416517,7.74,30,Closed,2022-01-12,Variable,772774,7120
4518,45537,267099,2.91,20,Defaulted,2024-01-23,Fixed,718862,80914
4519,32277,207831,5.15,30,Defaulted,2023-10-23,Fixed,658270,82643
4520,19373,242848,6.64,30,Closed,2022-03-05,Fixed,537963,13430
4521,37646,310641,6.06,20,Closed,2022-06-10,Fixed,437661,33839
4522,11958,391737,4.62,15,Closed,2024-09-25,Variable,638188,31979
4523,47266,149608,7.17,25,Active,2023-12-16,Variable,271021,28736
4524,12289,193497,4.83,15,Unknown,2024-10-23,Variable,396373,27648
4525,18813,106893,9.34,25,Closed,2021-04-11,Variable,503233,20188
4526,41271,256156,9.87,25,Defaulted,2023-10-17,Variable,683623,64604
4527,4361,235133,7.1,30,Closed,2023-08-02,Variable,463340,73731
4528,34161,255619,5.1,20,Closed,2023-11-01,Fixed,207475,35058
4529,2391,154292,4.02,15,Active,2024-12-07,Variable,584439,99405
4530,48150,284196,7.74,15,Closed,2022-05-12,Variable,754000,59145
4531,28982,63351,5.37,15,Closed,2022-08-06,Fixed,338312,89424
4532,30213,185448,10.25,20,Closed,2021-09-28,Fixed,143908,82234
4533,32684,477761,9.23,25,Closed,2021-11-18,Fixed,230934,79600
4534,11121,191382,10.03,25,Closed,2019-01-09,Variable,751999,16390
4535,34719,489322,7.51,30,Closed,2023-02-26,Variable,653523,30823
4536,15859,166075,8.75,25,Closed,2021-07-31,Fixed,219170,27791
4537,32621,390167,4.79,20,Closed,2020-12-11,Fixed,319704,74885
4538,30528,232414,5.49,25,Closed,2024-03-20,Fixed,184376,76343
4539,4494,275007,4.38,25,Closed,2019-01-25,Fixed,677162,91565
4540,46014,240077,6.83,15,Closed,2020-01-22,Fixed,607991,71570
4541,32641,474475,7.34,20,Defaulted,2023-01-02,Fixed,111268,24681
4542,45002,253530,7.9,25,Closed,2024-01-04,Fixed,586269,83416
4543,46589,281889,6.96,30,Closed,2021-08-20,Fixed,443199,56317
4544,22941,360364,9.83,20,Closed,2021-08-06,Variable,329151,99355
4545,24687,232093,10.08,15,Closed,2021-07-23,Variable,775453,23686
4546,5826,365460,9.83,15,Active,2023-01-06,Variable,459972,26842
4547,2499,149965,9.72,25,Closed,2022-12-04,Fixed,312630,51173
4548,4612,83093,6.17,20,Active,2023-02-14,Fixed,278475,27798
4549,16393,56165,10.11,15,Closed,2021-10-12,Variable,545221,5189
4550,49104,182928,4.01,25,Closed,2020-02-14,Variable,292196,48373
4551,28660,253476,7.57,15,Defaulted,2024-06-30,Variable,338750,19155
4552,34325,289371,3.46,15,Active,2024-03-26,Variable,102493,25690
4553,10691,259757,3.66,15,Defaulted,2024-10-21,Fixed,781684,35947
4554,1202,234670,4.6,20,Closed,2022-10-03,Variable,279651,95135
4555,13935,404687,3.84,25,Closed,2022-11-20,Variable,666089,84769
4556,13507,246023,5.6,25,Closed,2019-10-16,Fixed,757161,14462
4557,11622,320190,9.01,25,Closed,2022-02-12,Variable,558370,99204
4558,20117,403474,6.85,20,Defaulted,2023-02-10,Variable,411889,45399
4559,24543,481090,3.82,15,Closed,2021-08-29,Fixed,670226,79261
4560,25830,181542,9.56,20,Defaulted,2023-05-27,Fixed,492405,29978
4561,28747,50598,9.45,15,Closed,2020-05-02,Fixed,729609,42157
4562,412,462812,9.21,25,Closed,2019-02-21,Fixed,110715,25724
4563,47593,351896,7.09,30,Closed,2021-01-23,Fixed,418987,14236
4564,43147,82836,4.06,25,Closed,2021-08-13,Variable,763478,61933
4565,1479,348927,9,30,Closed,2024-12-16,Fixed,455665,57653
4566,29141,132093,5.89,20,Closed,2020-11-02,Fixed,210860,66597
4567,11813,228773,4.38,15,Closed,2020-08-05,Variable,108870,27661
4568,23432,247931,10.49,30,Closed,2021-12-08,Fixed,796333,60486
4569,15363,191380,5.67,25,Closed,2021-05-03,Variable,552096,30478
4570,9956,403914,10.14,20,Closed,2023-04-12,Variable,516997,27966
4571,38726,54673,7.07,25,Active,2024-08-21,Variable,687627,96874
4572,4525,344182,5.45,15,Closed,2021-09-03,Fixed,262122,75866
4573,44236,262628,8.56,20,Active,2019-07-05,Fixed,208793,27160
4574,38868,61685,3.62,20,Closed,2022-01-11,Fixed,228016,16378
4575,18839,77028,7.8,25,Closed,2023-04-23,Fixed,215912,84539
4576,24838,484217,5.25,20,Closed,2022-09-24,Fixed,567637,75497
4577,25337,331926,6.38,25,Closed,2022-12-27,Variable,756323,75596
4578,6722,192922,3.05,15,Defaulted,2024-01-12,Fixed,142629,97780
4579,3447,462477,5.21,15,Closed,2020-10-31,Variable,335210,44661
4580,21964,105134,8.87,25,Closed,2020-02-19,Variable,448428,56928
4581,28738,446802,9.01,25,Closed,2022-01-03,Fixed,161420,21366
4582,27552,137136,9.19,20,Active,2019-04-20,Variable,333257,97454
4583,27631,126615,2.58,25,Closed,2022-11-27,Fixed,134578,35026
4584,6320,60735,8.5,20,Closed,2024-02-12,Fixed,101050,37391
4585,11192,447888,5.24,20,Defaulted,2024-10-03,Variable,608230,80754
4586,23741,300210,9.09,15,Active,2025-02-10,Fixed,557806,86133
4587,827,452177,3.84,15,Closed,2021-05-30,Variable,438429,20865
4588,33479,80205,8.54,30,Closed,2024-09-07,Variable,183152,85110
4589,5318,50051,6.71,25,Closed,2022-11-10,Variable,472062,42264
4590,24942,431058,7.28,15,Defaulted,2023-12-12,Fixed,602735,89430
4591,14082,488614,3.32,15,Active,2019-09-04,Fixed,742246,33946
