Payment_ID,Loan_ID,Payment_date,Payment_Amount,Late_Payment,Payment_Method,Remaining_Balance,Interest_Paid,Principal_Paid,Fees_Charged
8035,20216,2023-01-05 0:00,3173,No,Check,85266,331.31,1693,87.6
8036,26132,2023-07-26 0:00,1672,No,Check,0,101.31,1541,69.63
8037,10906,2020-12-30 0:00,1791,Yes,Cash,0,499.61,2136,58.57
8038,47462,2023-03-14 0:00,,No,Credit Card,0,488.97,2545,22.1
8039,29828,2022-11-10 0:00,2714,Yes,Bank Transfer,13398,102.48,2935,49.59
8040,29643,2023-08-30 0:00,2735,No,Check,0,443.68,150,94.8
8041,19704,2021-06-10 0:00,4166,No,Credit Card,102799,182.64,2699,45.78
8042,31137,2021-08-06 0:00,4052,No,Bank Transfer,0,303.23,1665,30.1
8043,23361,2023-09-29 0:00,3896,Yes,Bank Transfer,44286,389.93,374,28.98
8044,7095,2021-07-02 0:00,4713,No,Check,116534,455.21,2692,1.65
8045,15910,2021-01-08 0:00,1564,No,Bank Transfer,102488,307.66,802,81.15
8046,21915,2024-06-09 0:00,3049,Yes,Credit Card,39949,240.79,2930,26.79
8047,20692,2020-09-09 0:00,3127,No,Check,195221,452.9,634,67.91
8048,27093,2021-09-04 0:00,1688,Yes,Check,5750,178.5,523,45.57
8049,45530,2023-05-18 0:00,3639,No,Check,37318,378.54,1217,4.06
8050,1292,2024-09-12 0:00,2129,No,Check,34971,406.59,2029,8.7
8051,15557,2022-12-17 0:00,1564,No,Cash,180230,211.92,2776,49.82
8052,28021,2021-11-28 0:00,4557,No,Cash,18938,301.3,922,56.84
8053,10541,,4948,No,Credit Card,32927,475.5,184,39.32
8054,19111,2023-05-23 0:00,3428,Yes,Bank Transfer,62850,296.43,2079,72.08
8055,8217,2024-03-16 0:00,749,No,Credit Card,88762,202.3,2286,18.7
8056,28789,2019-01-23 0:00,3278,Yes,Credit Card,144220,60.09,2360,69.39
8057,47546,2021-06-23 0:00,3449,No,Cash,148136,242.16,945,94.37
8058,40079,2021-08-09 0:00,4946,Yes,Credit Card,3746,425.05,611,42.92
8059,33304,2021-09-18 0:00,1617,No,Credit Card,40919,239.08,437,2.29
8060,25822,2019-12-26 0:00,1820,No,Check,133790,456.99,2888,68.57
8061,24089,2022-05-10 0:00,588,No,Cash,47058,115.62,2955,46.04
8062,42399,2019-08-22 0:00,1547,No,Cash,21666,361.23,2230,83.24
8063,5651,2019-10-29 0:00,3199,No,Cash,0,143.46,871,6.81
8064,39244,2021-04-23 0:00,4584,No,Bank Transfer,0,202.63,935,75.79
8065,29780,2025-01-07 0:00,620,Yes,Check,150497,348.71,2484,56.49
8066,19865,2023-09-19 0:00,2567,No,Cash,38730,272.45,1622,99.3
8067,5994,2021-04-20 0:00,2260,No,Check,177611,148.41,1738,21.4
8068,19,2020-06-19 0:00,3006,Yes,Credit Card,0,348.73,1929,95.41
8069,45681,2021-08-05 0:00,4301,No,Credit Card,0,260.92,2681,43.39
8070,32922,2020-04-06 0:00,2834,No,Bank Transfer,17863,266.15,1145,18.67
8071,11116,2019-12-26 0:00,647,No,Credit Card,111468,161.7,1994,71.69
8072,22441,2019-04-01 0:00,3032,No,Check,21193,334.44,368,66.51
8073,45810,2023-04-21 0:00,3625,No,Check,60732,374.48,2359,19.29
8074,26922,2019-11-01 0:00,3878,No,Credit Card,159176,251.81,411,48.84
8075,12691,2022-04-18 0:00,2403,Yes,Credit Card,87862,282.77,519,45.36
8076,5785,2022-06-07 0:00,822,No,Check,0,124.31,2310,56
8077,34899,2019-08-21 0:00,1362,No,Credit Card,163754,286.69,1192,31.63
8078,25873,2024-02-23 0:00,4011,No,Bank Transfer,190695,199.26,2841,81.3
8079,13597,2021-03-06 0:00,2171,No,Check,19380,54.25,457,35.1
8080,44140,2019-09-24 0:00,1813,No,Credit Card,40809,402.28,675,34.91
8081,8917,2024-06-20 0:00,725,No,Cash,93321,486.02,426,49.01
8082,18662,2022-09-02 0:00,4197,No,Credit Card,0,210.69,1827,12.51
8083,26352,2023-10-01 0:00,1434,No,Credit Card,0,153.18,2448,81.56
8084,38418,2022-02-05 0:00,675,No,Check,62784,484.39,1407,96.18
8085,18199,2023-09-17 0:00,1449,No,Cash,160984,202.73,784,60.99
8086,40267,2024-08-07 0:00,2556,No,Bank Transfer,0,490.83,813,56.29
8087,27619,2020-09-02 0:00,829,No,Cash,52199,446.93,1700,38.34
8088,31370,2023-05-05 0:00,2826,No,Credit Card,0,211.69,2536,83.78
8089,38250,2021-11-25 0:00,983,No,Cash,62501,136.64,394,53.84
8090,550,2019-03-13 0:00,3577,No,Check,0,425.64,2622,91.4
8091,37987,2024-03-13 0:00,4399,Yes,Cash,130019,67.19,556,30.92
8092,27639,2020-07-19 0:00,3335,No,Cash,0,413.81,1578,2.86
8093,26094,2023-05-30 0:00,1095,No,Cash,99257,221.38,2394,18.26
8094,22483,2021-06-23 0:00,2697,No,Credit Card,176703,458.6,2312,30.81
8095,20918,2021-10-24 0:00,3646,No,Credit Card,71372,213.78,1797,99.63
8096,2707,2020-11-09 0:00,4993,No,Bank Transfer,0,275.82,2474,34.54
8097,18029,2019-01-07 0:00,2288,No,Check,101509,460.93,1316,5.64
8098,33652,2019-04-23 0:00,910,No,Bank Transfer,59703,177.37,1583,93.13
8099,18442,2024-12-20 0:00,4232,No,Check,108790,61.92,2788,65.79
8100,19943,,4527,No,Cash,102409,145.3,229,51.21
8101,31163,2023-04-02 0:00,784,No,Credit Card,99853,143.2,2242,95.19
8102,30959,2022-09-12 0:00,2974,No,Check,162233,363.72,1374,25.89
8103,23603,2019-03-28 0:00,3863,No,Bank Transfer,71773,67.44,1066,71.1
8104,32363,2022-08-04 0:00,,No,Cash,137345,426.95,760,76.83
8105,44520,2024-09-28 0:00,4419,No,Check,148831,78.82,2077,62.07
8106,26936,2022-05-24 0:00,3978,No,Cash,0,299.2,2982,45.16
8107,10455,2021-12-15 0:00,2306,No,Bank Transfer,49959,68.56,2014,41.28
8108,20570,2023-07-22 0:00,826,No,Check,45090,210.69,1797,42.1
8109,15247,2023-04-09 0:00,1671,No,Check,0,273.97,2113,54.45
8110,38270,2019-02-15 0:00,2328,No,Credit Card,169443,196.9,1874,26.22
8111,45212,2019-12-13 0:00,4526,No,Credit Card,85633,122.65,1139,49.9
8112,17359,2022-03-10 0:00,4471,No,Credit Card,198320,213.18,304,13.91
8113,12231,2019-11-15 0:00,2316,No,Check,0,194.17,1948,95.56
8114,32400,2024-11-14 0:00,1683,No,Bank Transfer,0,462.31,2498,61.49
8115,48617,2019-06-17 0:00,2938,No,Check,0,199.8,550,69.2
8116,16719,2019-05-29 0:00,1501,No,Cash,60032,145.64,1743,75.12
8117,31481,2023-10-17 0:00,1729,Yes,Bank Transfer,95324,109.74,728,18.28
8118,16316,2023-01-22 0:00,4438,No,Cash,147863,174.79,386,78.6
8119,39092,2024-05-01 0:00,575,No,Credit Card,92181,424.45,247,3.8
8120,29950,2019-04-16 0:00,1641,No,Bank Transfer,55585,345.88,1570,92.43
8121,34211,2022-08-23 0:00,698,No,Check,196823,214.43,2736,66.52
8122,27021,2022-11-13 0:00,4984,No,Check,109510,197.06,1317,45.47
8123,20726,2023-08-04 0:00,1583,No,Credit Card,23502,109.68,1103,12.86
8124,29522,2022-12-11 0:00,3155,No,Bank Transfer,109573,486.51,1897,63.35
8125,25781,2024-01-23 0:00,3367,No,Check,0,262.71,1724,63.24
8126,40659,2021-12-22 0:00,4563,No,Check,0,435.68,2610,62.33
8127,31895,2022-07-30 0:00,964,No,Cash,42191,405.07,1197,32.93
8128,12353,2019-07-22 0:00,4063,No,Check,86158,355.62,1700,85.4
8129,42707,2023-09-19 0:00,2081,No,Bank Transfer,69088,250.84,2710,92.84
8130,13211,2023-11-07 0:00,1315,Yes,Credit Card,0,115.43,1201,73.12
8131,33288,2021-07-07 0:00,3139,No,Cash,17015,280.85,1291,84.48
8132,36097,2022-03-23 0:00,964,No,Credit Card,0,88.98,423,22.48
8133,34907,2022-02-05 0:00,4119,No,Credit Card,0,488.64,573,31.66
8134,11415,2022-12-21 0:00,588,No,Bank Transfer,188575,342.19,461,45.62
8135,13705,2022-04-27 0:00,1846,No,Check,38456,271.12,1431,27.81
8136,8852,2019-09-15 0:00,3291,No,Bank Transfer,19939,385.69,986,72.93
8137,38792,2024-01-20 0:00,2338,No,Credit Card,0,95.34,2142,50.39
8138,2221,2022-06-24 0:00,1708,No,Bank Transfer,19747,284.45,1129,33.3
8139,36749,2023-08-23 0:00,1334,Yes,Check,0,252.22,2634,67.28
8140,33872,2024-03-31 0:00,1251,No,Credit Card,187540,192.04,356,56.1
8141,17860,2022-07-06 0:00,4697,No,Cash,114804,78.12,2575,25.09
8142,36195,2024-02-25 0:00,629,No,Credit Card,0,51.27,391,24.25
8143,6729,2023-04-21 0:00,1845,No,Bank Transfer,0,237.95,1378,34.3
8144,6113,2021-07-27 0:00,3287,Yes,Credit Card,0,272.82,2573,66.4
8145,30502,2021-10-17 0:00,4798,No,Check,74758,264.68,302,24.43
8146,13004,2020-12-13 0:00,2199,No,Cash,102704,195.99,2172,98.91
8147,23174,2023-12-27 0:00,4899,No,Credit Card,168594,491.43,1026,70.23
8148,29226,2023-11-12 0:00,3200,No,Credit Card,0,136.22,1736,14.53
8149,11044,2021-02-12 0:00,2794,No,Cash,106944,133.6,1667,76.4
8150,23387,2022-06-20 0:00,1750,No,Bank Transfer,81048,299.4,655,94.35
8151,44579,2025-01-21 0:00,1976,No,Check,0,400.36,381,28.79
8152,22354,2020-01-25 0:00,1492,No,Bank Transfer,186953,104.48,720,63
8153,20806,2021-02-05 0:00,3797,No,Cash,32974,71.73,1828,39.9
8154,38828,2024-12-20 0:00,2688,Yes,Check,0,270.57,2439,77.23
8155,23111,2020-12-28 0:00,3824,No,Bank Transfer,24249,340.89,1035,94.43
8156,6041,2024-12-07 0:00,933,No,Cash,176507,403.97,1933,13.02
8157,30988,2019-06-08 0:00,4626,No,Credit Card,197273,148.77,1845,64.34
8158,7005,2020-12-19 0:00,2402,No,Bank Transfer,0,215.01,2074,80.22
8159,7053,2019-07-04 0:00,3454,No,Bank Transfer,17590,401.41,1711,66.86
8160,30041,2023-11-20 0:00,4759,No,Check,0,459.11,2604,86.24
8161,38274,2021-07-22 0:00,1286,No,Check,176467,232.44,1601,14.57
8162,47809,2019-08-11 0:00,3859,No,Cash,66292,64,2663,3.74
8163,3877,2024-09-05 0:00,2566,No,Credit Card,0,317.32,1685,78.88
8164,22922,2022-03-16 0:00,1016,No,Check,77052,226.89,2305,80.35
8165,30548,2023-05-31 0:00,2913,Yes,Credit Card,170447,172.99,1238,42.01
8166,12291,2024-06-21 0:00,4812,No,Cash,0,300.79,2729,16.48
8167,16977,2023-04-05 0:00,1764,Yes,Check,20376,364.36,1942,99.75
8168,25220,2019-06-12 0:00,3939,No,Cash,0,401.76,1299,0.9
8169,29605,2022-03-11 0:00,3794,No,Check,90827,82.78,2909,34.19
8170,25581,2024-05-16 0:00,4503,Yes,Credit Card,36543,247.75,1946,48.25
8171,10219,2022-10-22 0:00,4027,No,Check,153053,217.22,1315,64.99
8172,30087,2022-04-07 0:00,1388,No,Credit Card,0,401.09,2403,92.19
8173,9226,2022-04-09 0:00,4408,Yes,Credit Card,70398,328.38,987,40.09
8174,41921,,1350,Yes,Cash,174563,267.21,1773,92.15
8175,2760,2019-12-16 0:00,4745,No,Check,97701,326.47,2538,22.94
8176,16453,2023-11-16 0:00,4389,Yes,Credit Card,134341,100.1,1967,93.92
8177,3133,2020-06-28 0:00,2777,Yes,Check,0,110.02,1245,7.2
8178,40075,2021-11-05 0:00,4809,No,Check,0,330.42,2894,85.53
8179,36868,2020-06-22 0:00,3688,No,Check,5865,236.83,405,94.91
8180,22885,2022-02-01 0:00,2081,Yes,Cash,79058,148.26,770,21.89
8181,10638,2022-03-19 0:00,4292,No,Cash,197988,298.67,2359,49.34
8182,8555,2022-07-08 0:00,2642,Yes,Credit Card,0,135.37,1764,81.62
8183,28873,2023-12-11 0:00,3562,Yes,Credit Card,0,80.93,217,49.51
8184,37833,2025-02-23 0:00,1131,No,Credit Card,0,272.88,2822,0.65
8185,30907,2020-08-23 0:00,4329,No,Cash,187101,138.95,2218,92.33
8186,46382,2024-07-17 0:00,1600,No,Bank Transfer,0,282.69,1016,25.19
8187,44902,2020-08-20 0:00,4694,No,Check,29317,328.91,2654,32.83
8188,24567,2023-01-05 0:00,3144,No,Check,159319,402.13,2018,63.25
8189,7266,2024-11-19 0:00,889,Yes,Credit Card,32063,440.85,2297,9.03
8190,33300,2019-07-06 0:00,1049,No,Bank Transfer,126915,142.49,1829,22.2
8191,16128,2024-12-27 0:00,4197,Yes,Check,85306,484.87,2779,32.5
8192,161,2020-06-19 0:00,4237,No,Check,0,92.92,1409,91.39
8193,804,2023-05-13 0:00,968,No,Cash,0,116.74,2371,4.12
8194,32192,2020-10-09 0:00,4662,Yes,Bank Transfer,43383,168.82,1779,70.83
8195,28606,2019-07-06 0:00,1684,No,Credit Card,0,420.39,2125,55.48
8196,25976,2022-05-12 0:00,501,No,Bank Transfer,185906,298.05,2408,35.97
8197,32884,2021-12-13 0:00,3795,No,Bank Transfer,0,289.08,326,99
8198,17379,2023-09-06 0:00,1207,Yes,Check,121924,458.08,338,51.08
8199,46523,2019-06-08 0:00,4716,No,Check,0,351.33,151,29.64
8200,48369,2021-09-25 0:00,1222,No,Check,115859,492.28,135,68.91
8201,48287,2020-10-20 0:00,4164,Yes,Bank Transfer,118696,186.16,1651,74.99
8202,3005,2023-05-07 0:00,2452,No,Cash,0,407.67,1124,10.61
8203,22501,2021-12-26 0:00,3320,No,Bank Transfer,57348,270.59,1172,95.77
8204,17960,2020-08-14 0:00,2090,No,Credit Card,160045,348.61,1938,79.93
8205,21471,2020-01-28 0:00,4837,No,Bank Transfer,4938,50.25,593,38.95
8206,34504,2022-12-22 0:00,2350,No,Bank Transfer,57017,74.83,1158,84.13
8207,13148,2019-04-09 0:00,1288,No,Bank Transfer,179137,148.67,2057,16.21
8208,21333,2020-01-05 0:00,1113,No,Bank Transfer,70969,369.78,1938,2.46
8209,22227,2021-09-29 0:00,4276,No,Check,0,315.93,2623,15.91
8210,29185,2024-06-28 0:00,1751,No,Cash,125433,234.04,2812,47.77
8211,49056,2023-12-12 0:00,2639,Yes,Cash,0,452.42,2131,50.7
8212,31977,2023-03-31 0:00,1570,Yes,Cash,38345,258.19,2309,83.78
8213,7644,2024-01-25 0:00,4212,Yes,Bank Transfer,82342,169.48,2755,18.17
8214,36924,2022-07-20 0:00,3362,No,Check,36181,183.42,108,15.25
8215,36356,2022-03-01 0:00,3663,No,Credit Card,111090,172.57,1320,17.69
8216,28524,2019-09-13 0:00,4971,No,Bank Transfer,188750,456.46,804,90.02
8217,33254,2024-04-09 0:00,2045,No,Cash,195878,98.59,1047,8.22
8218,23178,2019-07-08 0:00,1224,Yes,Cash,177464,273.96,2410,68.47
8219,43952,2023-09-02 0:00,4473,No,Cash,193420,422.42,1040,1.03
8220,48008,2022-07-05 0:00,2142,Yes,Check,0,247.23,2837,41.27
8221,48341,2020-01-11 0:00,2054,No,Cash,0,195.7,2087,14.28
8222,11281,2021-12-20 0:00,2449,No,Credit Card,164221,58.36,800,39.32
8223,934,2024-06-08 0:00,4375,No,Credit Card,36551,478.36,2337,29.37
8224,16338,2023-12-08 0:00,2302,No,Cash,0,172.07,253,76.54
8225,39294,2020-11-15 0:00,4226,No,Credit Card,113113,440.34,307,84.73
8226,22540,2025-02-07 0:00,3942,No,Credit Card,93265,122.67,1549,73.13
8227,2549,2020-10-26 0:00,2803,No,Credit Card,0,364.12,2964,63.91
8228,12437,2024-04-18 0:00,3363,No,Bank Transfer,98173,498.7,2276,57.8
8229,5339,2019-07-14 0:00,4965,No,Bank Transfer,50432,250.84,2151,42.88
8230,1060,2019-04-19 0:00,2104,Yes,Cash,0,117.05,1044,4.79
8231,42185,2024-09-29 0:00,1314,No,Cash,4091,370.95,815,84.82
8232,16091,2024-07-23 0:00,1979,No,Cash,198553,123.99,2707,29.36
8233,44481,2020-03-20 0:00,555,No,Cash,30207,410.76,2393,45.98
8234,12894,2020-01-03 0:00,3948,No,Bank Transfer,0,202.72,2192,39.33
8235,10670,2019-05-07 0:00,4138,No,Check,23809,412.9,531,93.32
8236,12587,2020-11-07 0:00,3342,No,Check,89335,459.9,672,59.13
8237,20945,2021-04-11 0:00,4613,No,Check,52099,192.94,2598,11.64
8238,42352,2023-11-16 0:00,581,Yes,Bank Transfer,60909,384.44,2479,93.44
8239,49968,2025-02-20 0:00,4123,No,Bank Transfer,178969,370.07,847,84.13
8240,13879,2020-06-16 0:00,1408,No,Check,12476,336.93,1828,65.88
8241,35162,2020-05-03 0:00,4933,No,Credit Card,0,109.77,1501,15.56
8242,2160,2020-10-27 0:00,3788,No,Bank Transfer,110458,133.97,1314,56.35
8243,19830,2019-10-26 0:00,4332,No,Check,168610,453.4,1576,72.08
8244,35416,2024-11-13 0:00,3380,No,Bank Transfer,0,408.02,2433,33.79
8245,35814,2024-04-20 0:00,1718,No,Credit Card,161210,418.03,2576,50.13
8246,34973,2022-03-15 0:00,4125,No,Bank Transfer,0,329.89,1851,22.62
8247,33752,2024-02-25 0:00,2265,No,Cash,171753,202.67,233,87.73
8248,36928,2024-04-05 0:00,751,Yes,Check,0,314.03,123,7.47
8249,35275,2020-03-26 0:00,2122,Yes,Check,91801,374.74,208,49.04
8250,31038,2024-10-09 0:00,2100,No,Credit Card,184899,133.37,930,42.12
8251,15747,2025-02-09 0:00,3074,No,Check,24773,387.95,1427,21.06
8252,49636,2021-10-19 0:00,1081,No,Credit Card,0,160.26,470,97.36
8253,48865,2021-02-04 0:00,1321,No,Check,0,284.73,1545,16.73
8254,46150,2022-01-06 0:00,2809,No,Cash,91079,391.68,1895,76.07
8255,31579,2024-11-08 0:00,652,No,Cash,4236,107.04,1403,37.94
8256,35903,2019-09-13 0:00,2163,No,Bank Transfer,0,196.26,779,93.4
8257,14613,2024-08-03 0:00,4005,No,Bank Transfer,140973,209.65,2550,4.45
8258,37941,2025-01-02 0:00,910,No,Check,0,257.52,837,91.32
8259,42712,2022-04-28 0:00,1432,No,Cash,193430,496.15,2416,83.31
8260,9517,2024-05-15 0:00,2205,Yes,Cash,147465,328.32,1926,30.61
8261,1446,,2843,No,Credit Card,0,312.83,1165,3.97
8262,10308,2023-09-14 0:00,704,No,Bank Transfer,41811,266.18,929,3.15
8263,40291,2021-04-06 0:00,4766,No,Cash,0,97.19,556,68.95
8264,34807,2020-09-23 0:00,3087,No,Bank Transfer,174927,350.63,879,99.02
8265,36381,2024-12-26 0:00,1201,No,Credit Card,0,398.77,1481,85.25
8266,22447,2019-12-20 0:00,3878,No,Bank Transfer,36970,142.31,126,85.21
8267,25886,2025-02-14 0:00,3182,No,Bank Transfer,0,356.48,1790,41.26
8268,17666,2020-05-05 0:00,4300,Yes,Credit Card,132168,242.15,169,8.09
8269,22091,2020-03-09 0:00,829,No,Credit Card,158656,399.77,1906,65.88
8270,22879,2024-05-04 0:00,4014,No,Credit Card,159224,264.48,444,23.99
8271,2788,2020-07-30 0:00,4788,No,Bank Transfer,0,395.14,2334,70.4
8272,4522,2024-01-21 0:00,2816,No,Bank Transfer,0,230.67,2861,18.54
8273,44089,2021-04-08 0:00,1286,No,Bank Transfer,53817,67.18,2238,12.01
8274,27127,2023-03-03 0:00,2715,Yes,Check,131737,202.31,2983,31.94
8275,29198,2019-12-31 0:00,3564,No,Check,130213,57.79,180,74.07
8276,35698,2023-11-16 0:00,2802,Yes,Bank Transfer,43200,369.54,2096,58.1
8277,19292,2020-11-19 0:00,2567,No,Cash,92153,209.27,1763,69.55
8278,42129,2021-02-19 0:00,4875,No,Cash,34500,223.98,2161,12.15
8279,38463,2024-07-02 0:00,3176,No,Cash,23369,192.7,1260,59.66
8280,31313,2022-04-04 0:00,4371,No,Check,92040,330.55,2965,47.85
8281,45263,2019-06-12 0:00,3998,No,Cash,19214,78.57,1666,85.94
8282,5327,2021-08-08 0:00,2935,No,Credit Card,0,135.19,2993,72.07
8283,38161,2022-02-09 0:00,1340,Yes,Check,0,111.47,2623,73.55
8284,25375,2019-02-08 0:00,3057,No,Cash,95494,251.31,886,69.37
8285,3434,2023-07-24 0:00,978,Yes,Cash,0,324.66,1164,47.49
8286,5841,2024-09-28 0:00,4492,Yes,Check,0,325.33,1825,41.14
8287,30164,2020-08-09 0:00,4840,No,Credit Card,0,173.3,1241,99.88
8288,22179,2019-03-26 0:00,1006,No,Cash,130314,298.59,1113,12.82
8289,10841,2021-09-22 0:00,1072,No,Cash,4739,56.64,2589,96.2
8290,28311,2025-01-11 0:00,2293,No,Check,13919,61.27,2018,68.79
8291,46243,2020-03-27 0:00,3802,No,Bank Transfer,57157,234.27,2487,99.21
8292,17245,2020-08-21 0:00,2245,No,Cash,151023,474.48,684,46.5
8293,16311,2023-01-23 0:00,1794,Yes,Bank Transfer,64264,460.25,2806,97.8
8294,45754,2020-05-02 0:00,4011,Yes,Bank Transfer,38636,176.45,2464,85.67
8295,37487,2022-03-24 0:00,3363,No,Check,0,231.03,825,46.53
8296,46449,2021-08-05 0:00,1783,No,Cash,0,299.34,712,74.17
8297,38425,2020-06-05 0:00,1959,No,Cash,159221,65.19,392,88.77
8298,2531,2025-01-28 0:00,4054,No,Credit Card,0,65.47,2582,7.21
8299,2671,2024-04-22 0:00,3219,No,Cash,0,151.1,2721,2.9
8300,10373,2019-07-16 0:00,1931,Yes,Check,160322,495.64,1088,65.59
8301,187,2023-07-18 0:00,1311,Yes,Cash,112826,184.81,592,20.69
8302,5679,2021-03-30 0:00,3891,Yes,Credit Card,22140,178.11,649,94.54
8303,44357,2024-03-14 0:00,3187,No,Credit Card,26890,252.04,2906,48.68
8304,30659,2020-11-14 0:00,2077,No,Cash,0,218.71,934,87.21
8305,34464,2022-12-22 0:00,1502,No,Bank Transfer,0,414.28,1855,24.02
8306,23712,2020-09-29 0:00,3002,No,Cash,115239,227.72,221,1.73
8307,31639,2020-05-02 0:00,2678,Yes,Check,166701,344.39,433,9.93
8308,34086,2019-12-04 0:00,1391,Yes,Bank Transfer,87177,112.18,2888,32.12
8309,20363,2019-01-16 0:00,4086,No,Bank Transfer,51160,110.04,2760,92.24
8310,38386,2019-09-14 0:00,3928,No,Bank Transfer,6567,135.03,2832,49.89
8311,14480,2025-01-14 0:00,1393,No,Credit Card,45582,286.68,1789,90.9
8312,13138,2019-10-23 0:00,1438,Yes,Cash,0,134.49,1352,3.86
8313,33980,2020-05-05 0:00,580,No,Cash,81733,493.91,2153,26.35
8314,29869,2022-08-15 0:00,3077,No,Cash,143458,292.8,2828,6.32
8315,22406,2024-02-23 0:00,3755,No,Bank Transfer,90886,370.58,1490,26.72
8316,37811,2021-01-12 0:00,1157,No,Check,87911,61.86,107,31.07
8317,19715,2019-01-26 0:00,2632,No,Cash,67273,193.56,403,34.66
8318,27286,2021-05-14 0:00,4926,Yes,Bank Transfer,78071,162.61,708,3.01
8319,9001,2020-06-09 0:00,3683,No,Bank Transfer,0,298.05,2957,28.93
8320,4425,2022-01-27 0:00,667,No,Check,26493,252.9,579,33.97
8321,32901,2022-08-15 0:00,3918,No,Cash,27874,81.09,1270,38.01
8322,10374,2022-02-14 0:00,3132,Yes,Credit Card,191392,55,368,87.42
8323,18577,2025-02-11 0:00,3746,No,Credit Card,0,210.82,1920,54.66
8324,1716,2024-11-29 0:00,2311,Yes,Bank Transfer,0,168.1,242,46.22
8325,19145,2019-03-05 0:00,3346,No,Bank Transfer,27979,171.42,1599,58.33
8326,49365,2019-06-07 0:00,4271,No,Cash,0,497.74,2174,43.08
8327,10677,2022-08-14 0:00,4921,No,Check,102969,357.42,2833,55.45
8328,4486,2024-10-17 0:00,3892,No,Bank Transfer,0,466.93,1085,1.11
8329,31732,2020-06-22 0:00,1395,No,Cash,6773,317.32,1906,62.22
8330,25971,2021-11-11 0:00,1335,No,Bank Transfer,45835,472.35,1097,68.69
8331,10556,2024-04-06 0:00,4361,No,Cash,16727,149.69,985,31.02
8332,27315,2019-03-04 0:00,2541,No,Cash,138836,365.54,1333,70.45
8333,37241,2024-07-12 0:00,2677,Yes,Credit Card,146389,280.69,2277,54.51
8334,40587,2023-11-12 0:00,3684,Yes,Bank Transfer,81916,307.21,2357,67.39
8335,4098,2019-03-09 0:00,3963,Yes,Check,0,441.66,2578,20.46
8336,6946,2019-04-08 0:00,1871,No,Bank Transfer,158044,360.85,1017,21.71
8337,42962,2024-11-19 0:00,637,No,Bank Transfer,40774,360,2538,51.44
8338,7801,2021-06-21 0:00,4853,No,Bank Transfer,0,293.64,698,3.93
8339,20472,2024-04-24 0:00,4806,No,Check,161125,344.75,2172,2.94
8340,3027,2024-01-11 0:00,1421,No,Credit Card,0,377.18,2256,48.79
8341,31524,2022-04-09 0:00,2651,Yes,Cash,147127,495.42,2582,22.32
8342,38077,2021-08-19 0:00,1710,Yes,Check,0,477.64,2516,85.36
8343,11791,2021-12-17 0:00,2348,Yes,Credit Card,153728,405.68,2676,40.24
8344,33294,2024-11-26 0:00,4348,No,Check,141343,175.37,2626,83.84
8345,34879,2024-01-18 0:00,2022,Yes,Check,0,426.51,2685,70.77
8346,41516,2019-02-04 0:00,1923,Yes,Cash,59223,306.63,2768,10.54
8347,9581,2024-04-02 0:00,3369,No,Credit Card,91749,480.99,1992,36.19
8348,19772,2023-09-02 0:00,,Yes,Credit Card,57153,488.97,296,35.44
8349,24907,2022-12-30 0:00,2830,No,Cash,117461,155.64,1977,74.16
8350,1015,2022-05-23 0:00,1614,No,Bank Transfer,10425,359.56,1990,72.57
8351,13157,2024-05-15 0:00,4611,Yes,Credit Card,60947,252,1963,37.85
8352,18616,2019-04-17 0:00,1272,No,Check,55038,247.43,1461,87.79
8353,37942,2024-12-09 0:00,4750,No,Cash,0,499.71,2472,8.8
8354,41113,2025-01-06 0:00,2374,Yes,Credit Card,179058,359.03,2466,34.78
8355,5953,2023-01-21 0:00,1349,No,Bank Transfer,47736,91.09,611,23.43
8356,9273,2020-05-24 0:00,2780,No,Bank Transfer,129769,84.28,1464,36.64
8357,22961,2022-09-25 0:00,3639,No,Credit Card,27449,274.07,524,39.28
8358,23786,2019-01-14 0:00,2637,Yes,Cash,113197,326.21,2956,49.17
8359,39131,2025-02-05 0:00,1525,No,Check,186008,379.34,2760,87.9
8360,20302,2021-07-01 0:00,1835,No,Cash,184977,162.3,2034,44.53
8361,10356,2025-02-09 0:00,2600,No,Check,120283,397.07,2767,19.15
8362,25134,2019-06-16 0:00,2445,No,Check,61363,336.64,1405,69.63
8363,26338,2022-07-25 0:00,2588,Yes,Check,0,202.41,2416,1.67
8364,8452,2019-01-06 0:00,3451,Yes,Cash,13473,248.98,675,54.26
8365,44758,2021-11-04 0:00,1990,No,Bank Transfer,190668,108.99,1254,8.6
8366,26224,2019-04-24 0:00,2874,Yes,Check,173639,237.47,334,60.46
8367,47749,2020-10-07 0:00,4656,No,Credit Card,0,156.76,413,63.46
8368,27796,2019-02-08 0:00,727,No,Bank Transfer,57080,152.67,1185,24.11
8369,46750,2021-11-17 0:00,776,No,Credit Card,40274,83.45,1103,21.66
8370,8620,2024-04-18 0:00,3635,Yes,Bank Transfer,138039,463.66,1412,56.32
8371,40891,2023-09-09 0:00,2973,No,Bank Transfer,0,85.16,586,15.05
8372,46664,2022-12-25 0:00,1818,No,Cash,103595,99.33,2159,68.57
8373,24908,2024-08-03 0:00,2063,No,Credit Card,0,283.01,577,13.03
8374,14865,2020-03-24 0:00,2960,No,Bank Transfer,29271,395.02,2440,79.11
8375,6500,2022-03-22 0:00,4648,Yes,Credit Card,0,433.64,2945,10.8
